RQ000001,"{'-汽油-115-MT-两驱': '4650x1835x1715,1735'}"
RQ000330,{'4.7-汽油-202-AT-四驱': '5170x1970x1945'}
RQ000331,"{'1.0-汽油-39-MT-两驱': '4460,4280x1560x2440'}"
RQ000332,"{'1.0-汽油-51-MT-两驱': '4900,5250x1700x2545,2645,2515,2615'}"
RQ000333,"{'1.0-汽油-51-MT-两驱': '4900,5250x1700x2545,2645'}"
RQ000334,"{'2.5-柴油-60-MT-两驱': '5995x1960,2030x2275'}"
RQ000335,{'1.0-汽油-39-MT-两驱': '4830x1690x2050'}
RQ000336,"{'1.0-汽油-39-MT-两驱': '4790,4870x1670,1700x2480'}"
RQ000337,{'1.0-汽油-39-MT-两驱': '4790x1670x2480'}
RQ000338,{'1.0-汽油-39-MT-两驱': '3965x1580x2120'}
RQ000339,{'1.0-汽油-39-MT-两驱': '4220x1560x2150'}
RQ000340,{'1.0-汽油-46-MT-两驱': '3960x1560x2520'}
RQ000341,"{'1.0-汽油-39-MT-两驱': '4100,3900x1485x2370'}"
RQ000342,"{'1.0--51-MT-两驱': '4830,5030,5380x1650x2060'}"
RQ000343,"{'1.0-汽油-51-MT-两驱': '3640,3840x1560x1925,2090'}"
RQ000344,"{'0.8-汽油-29-MT-两驱': '3600,3900x1400x1930'}"
RQ000345,"{'1.0-汽油-51-MT-两驱': '4380x1520x1860,1885'}"
RQ000346,{'3.0-汽油-200-AT-四驱': '5024x1854x1477'}
RQ000347,"{'3.0-柴油-85-MT-两驱': '5900,5995,5999x2230,2400x2500,2890'}"
RQ000348,"{'3.0-柴油-85-MT-两驱': '5900,5995,5999x2230x2500'}"
RQ000349,"{'3.0-柴油-85-MT-两驱': '5900,5995x2230x2500'}"
RQ000350,"{'3.2-柴油-91-MT-两驱': '5995x2100,2260x3100,3020'}"
RQ000351,"{'3.2-柴油-91-MT-两驱': '5995x2100x3100,3020'}"
RQ000352,"{'3.0-汽油-165-AT-两驱': '5223x1901x1872,1934'}"
RQ000353,{'3.0-汽油-184-DCT-两驱': '4870x1834x1472'}
RQ000354,"{'3.0-汽油-120-AT-四驱': '4830x1895,1885x1885,1855'}"
RQ000355,"{'3.0-汽油-120-AT-四驱': '4830x1895,1885x1885'}"
RQ000356,{'3.0-汽油-190-AT-两驱': '4981x1846x1469'}
RQ000357,{'3.0-柴油-80.9-MT-两驱': '4980x1820x1715'}
RQ000358,{'3.0-汽油-167-AT-两驱': '5005x1810x1505'}
RQ000359,{'3.2-柴油-80-MT-两驱': '5810x1907x2770'}
RQ000360,"{'3.0-柴油-96-MT-两驱': '5418,5524x1690x1700'}"
RQ000361,"{'3.0-柴油-96-MT-两驱': '5418,5524x1690x1620'}"
RQ000362,{'3.5-汽油-206-AT-四驱': '4840x1885x1890'}
RQ000363,{'3.5-汽油-201-AT-四驱': '4795x1910x1730'}
RQ000364,"{'3.3-柴油-75-MT-两驱': '5995x2000x3000,3190'}"
RQ000365,"{'3.3-柴油-85-MT-两驱': '5995x1910,2000x2900'}"
RQ000366,{'3.3-柴油-79-MT-两驱': '5995x1890x2880'}
RQ000367,"{'3.3-柴油-80-MT-两驱': '5150x1800,1900,2000x2750'}"
RQ000368,"{'3.8-汽油-146-MT-四驱': '4830,4915x1895,1940x2085'}"
RQ000369,{'4.7-汽油-202-AT-四驱': '5170x1970x1945'}
RQ000370,{'1.0-汽油-39-MT-两驱': '3795x1560x1925'}
RQ000371,{'1.0-汽油-51-MT-两驱': '4070x1560x1910'}
RQ000372,"{'2.5-柴油-60-MT-两驱': '5995x1960,2030x2275'}"
RQ000373,"{'1.0-汽油-39-MT-两驱': '3860x1500,1580x1900'}"
RQ000374,"{'1.0-汽油-51-MT-两驱': '3860x1500,1580x1900'}"
RQ000375,"{'1.0-汽油-39-MT-两驱': '4450x1520x2430,2455'}"
RQ000376,{'1.0-汽油-39-MT-两驱': '3795x1560x1925'}
RQ000377,{'1.0-汽油-46-MT-两驱': '3990x1560x2410'}
RQ000378,"{'1.0-汽油-39-MT-两驱': '3607,3642x1528x2100'}"
RQ000379,"{'1.0--51-MT-两驱': '4545,4745,4995x1650x1985'}"
RQ000380,"{'0.8-汽油-29-MT-两驱': '3420x1475,1535x1920'}"
RQ000381,"{'1.0-汽油-50.7-MT-两驱': '4380x1520x1860,1885'}"
RQ000382,{'3.0-汽油-200-AT-两驱': '5024x1854x1477'}
RQ000383,"{'3.0-柴油-85-MT-两驱': '5995,5990x2330,2100x2600'}"
RQ000384,"{'3.2-柴油-91-MT-两驱': '5995x2080,2140,2245x3100,3020'}"
RQ000385,"{'3.2-柴油-91-MT-两驱': '5995x2080,2140x3100,3020'}"
RQ000386,{'3.0-汽油-184-DCT-两驱': '4865x1820x1475'}
RQ000387,"{'3.0-汽油-117-MT-四驱': '4830,4915x1895,1940x1885'}"
RQ000388,"{'3.0-汽油-118-MT-两驱': '4795,4752x1835,1840x1925'}"
RQ000389,"{'3.0-柴油-80.9-MT-两驱': '4949x1690x1895,2075'}"
RQ000390,"{'4.0-汽油-310-AT-四驱': '5171x1995x1860,1902'}"
RQ000391,{'4.0-汽油-310-AT-四驱': '5171x1995x1860'}
RQ000392,{'3.2-柴油-80-MT-两驱': '5810x1907x2165'}
RQ000393,"{'3.0-柴油-96-MT-四驱': '5418,5524x1690x1700'}"
RQ000394,"{'3.0-柴油-96-MT-四驱': '5418,5524x1690x1675'}"
RQ000395,{'3.0-汽油-195-AT-两驱': '5000x1858x1493'}
RQ000396,{'3.5-汽油-206-AT-四驱': '5010x1885x1890'}
RQ000397,{'3.5-汽油-201-AT-四驱': '4795x1910x1760'}
RQ000398,"{'3.3-柴油-75-MT-两驱': '5995x2000x3000,3190'}"
RQ000399,"{'3.3-柴油-75-MT-两驱': '5860,5995x1990x2210'}"
RQ000400,"{'3.3-柴油-79-MT-两驱': '5995x1910,2000x2250'}"
RQ000401,"{'3.3-柴油-80-MT-两驱': '5430x1800,1900,2000x2750'}"
RQ000402,"{'3.8-汽油-146-AT-四驱': '4830,4915x1895,1940x2085'}"
RQ000403,{'4.7-汽油-202-AT-四驱': '5150x1970x1945'}
RQ000404,{'1.0-汽油-39-MT-两驱': '4070x1560x2105'}
RQ000405,"{'1.1-汽油-38.5-MT-两驱': '4625x1635x2460,2610,2480,2630'}"
RQ000406,"{'1.1-汽油-38.5-MT-两驱': '4690x1635x2370,2520'}"
RQ000407,"{'2.5-柴油-60-MT-两驱': '5995x1960,2030x3010'}"
RQ000408,"{'1.0-汽油-39-MT-两驱': '3860x1500,1580x2145'}"
RQ000409,"{'1.0-汽油-51-MT-两驱': '3845x1500,1580x1900'}"
RQ000410,"{'1.0-汽油-39-MT-两驱': '3940x1475,1560x1940'}"
RQ000411,"{'1.0-汽油-39-MT-两驱': '4638x1635x1890,1950'}"
RQ000412,{'1.0-汽油-39-MT-两驱': '4638x1635x1890'}
RQ000413,"{'1.0-汽油-51-MT-两驱': '3935,4135x1635x1950,2100'}"
RQ000414,"{'1.0-汽油-46-MT-两驱': '4435x1560x1825,1855'}"
RQ000415,{'1.0--50.7-MT-两驱': '4390x1475x1870'}
RQ000416,"{'1.0-汽油-50.7-MT-两驱': '4080x1485x2300,2160'}"
RQ000417,{'1.0-汽油-50.7-MT-两驱': '4080x1485x2300'}
RQ000418,{'1.0-汽油-39-MT-两驱': '3725x1560x2100'}
RQ000419,{'1.0-汽油-51-MT-两驱': '4135x1590x1925'}
RQ000420,"{'1.0-汽油-51-MT-两驱': '3935,4135x1635x1950,2100'}"
RQ000421,"{'0.8-汽油-29-MT-两驱': '3607,3642x1500,1528x1925'}"
RQ000422,{'1.0-汽油-51-MT-两驱': '4390x1475x1870'}
RQ000423,{'3.0-汽油-245-AT-两驱': '5031x1854x1477'}
RQ000424,"{'2.8-柴油-65-MT-两驱': '5350,5055x1725x1800'}"
RQ000425,{'2.8-汽油-156-AT-两驱': '5110x1844x1465'}
RQ000426,"{'3.0-柴油-85-MT-两驱': '5995,5990x2330,2100x2600'}"
RQ000427,"{'2.8-柴油-96-MT-两驱': '5445x1968,1910,2000x2320'}"
RQ000428,{'2.8-柴油-96-MT-两驱': '5445x1968x2320'}
RQ000429,"{'2.8-柴油-100-MT-两驱': '5365,5680x1900x1809,1722,1845'}"
RQ000430,"{'2.8-柴油-100-MT-两驱': '5365,5680x1900x1809,1722'}"
RQ000431,"{'2.8-柴油-100-MT-四驱': '5680x1900x1809,1845'}"
RQ000432,{'2.8-柴油-100-MT-四驱': '5680x1900x1809'}
RQ000433,{'2.8-柴油-80-MT-两驱': '5365x1770x1715'}
RQ000434,"{'3.2-柴油-91-MT-两驱': '5995x2080,2140,2245x3100,3020'}"
RQ000435,"{'3.2-柴油-91-MT-两驱': '5995x2080,2140x3100,3020'}"
RQ000436,"{'2.8-柴油-75-MT-两驱': '5125,4975x1730x1710'}"
RQ000437,{'2.8-柴油-75-MT-两驱': '5125x1730x1710'}
RQ000438,"{'3.0-汽油-250-AT-两驱': '4734,4755x1811x1455'}"
RQ000439,{'3.0-汽油-184-DCT-两驱': '4799x1855x1417'}
RQ000440,"{'3.0-汽油-117-AT-四驱': '4830,4915x1895,1940x1885'}"
RQ000441,"{'3.0-柴油-105-MT-两驱': '4690,4830x1825x2150'}"
RQ000442,{'3.0-柴油-80.9-MT-两驱': '4949x1690x1895'}
RQ000443,"{'3.0-柴油-96-MT-四驱': '5418,5524x1690x1700'}"
RQ000444,"{'3.0-柴油-96-MT-四驱': '5418,5524x1690x1675'}"
RQ000445,{'3.0-汽油-195-AT-两驱': '4996x1857x1505'}
RQ000446,{'3.5-汽油-200-AT-两驱': '4852x1822x1484'}
RQ000447,{'3.5-汽油-206-AT-四驱': '4840x1885x1890'}
RQ000448,{'3.5-汽油-201-AT-四驱': '4795x1910x1760'}
RQ000449,"{'3.3-柴油-75-MT-两驱': '5995x2000x3000,3190'}"
RQ000450,"{'3.3-柴油-75-MT-两驱': '5860,5995x1990x2210'}"
RQ000451,"{'3.3-柴油-79-MT-两驱': '5995x1910,2000x2900'}"
RQ000452,"{'3.3-柴油-80-MT-两驱': '5150x1800,1900,2000x2750'}"
RQ000453,"{'3.8-汽油-146-MT-四驱': '4830,4915x1895,1940x1885'}"
RQ000454,{'1.0-汽油-39-MT-两驱': '4510x1560x2380'}
RQ000455,{'1.1-汽油-38.5-MT-两驱': '4040x1560x2070'}
RQ000456,"{'2.5-柴油-60-MT-两驱': '5995x1960,2030x3010'}"
RQ000457,"{'1.0-汽油-51-MT-两驱': '3995x1645,1710x1910'}"
RQ000458,"{'1.0-汽油-39-MT-两驱': '3845x1500,1580x1900'}"
RQ000459,{'1.0-汽油-39-MT-两驱': '3965x1580x2120'}
RQ000460,"{'1.0-汽油-47-MT-两驱': '4105,4150,3950x1560x1825,1855'}"
RQ000461,{'1.0-汽油-47-MT-两驱': '4105x1560x1825'}
RQ000462,{'1.0-汽油-46-MT-两驱': '4435x1560x2520'}
RQ000463,{'1.0-汽油-50.7-MT-两驱': '4380x1520x1860'}
RQ000464,"{'1.0-汽油-39-MT-两驱': '4120x1560,1610x2220,2160'}"
RQ000465,"{'1.0-汽油-39-MT-两驱': '4120x1560,1610x2220'}"
RQ000466,"{'1.0-汽油-39-MT-两驱': '3607,3642x1528x2100'}"
RQ000467,"{'1.0--51-MT-两驱': '4830,5030,5380x1650x2350,2450'}"
RQ000468,"{'1.0-汽油-39-MT-两驱': '4130x1485,1645x2110'}"
RQ000469,"{'0.8-汽油-29-MT-两驱': '3860,4000x1485,1475x1870'}"
RQ000470,{'1.0-汽油-50.7-MT-两驱': '4390x1475x1870'}
RQ000471,"{'2.8-柴油-65-MT-两驱': '5055,5410x1720x1660'}"
RQ000472,"{'3.0-柴油-85-MT-两驱': '5995x2100,2260x2300,2260,2400'}"
RQ000473,"{'3.0-柴油-85-MT-两驱': '5995x2100x2300,2260,2400'}"
RQ000474,"{'2.8-柴油-96-MT-两驱': '5995x2070,2170x3100'}"
RQ000475,"{'2.8-柴油-110-MT-两驱': '5365,5680x1900x1722'}"
RQ000476,"{'2.8-柴油-80-MT-两驱': '5370x1770,1840x1805,1830'}"
RQ000477,{'3.2-柴油-79-MT-两驱': '5560x1850x1760'}
RQ000478,"{'2.8-柴油-75-MT-两驱': '5500,5350x1730x1710'}"
RQ000479,{'2.8-柴油-75-MT-两驱': '5500x1730x1710'}
RQ000480,{'3.0-汽油-250-AT-两驱': '5039x1860x1492'}
RQ000481,{'3.0-汽油-184-DCT-两驱': '4870x1834x1472'}
RQ000482,"{'3.0-汽油-120-MT-四驱': '4830x1895,1885x1885,1855'}"
RQ000483,"{'3.0-汽油-120-MT-四驱': '4830x1895,1885x2115'}"
RQ000484,"{'3.0-柴油-105-MT-两驱': '4490,4630x1825x1950'}"
RQ000485,{'3.0-汽油-200-DCT-四驱': '4761x1826x1439'}
RQ000486,{'3.0-柴油-96-MT-两驱': '5029x1690x1700'}
RQ000487,{'3.0-柴油-96-MT-两驱': '5029x1690x1640'}
RQ000488,{'3.0-汽油-195-AT-两驱': '4996x1857x1505'}
RQ000489,"{'3.3-柴油-75-MT-两驱': '5995x2000x3000,3190'}"
RQ000490,"{'3.3-柴油-75-MT-两驱': '5860,5995x1990x2210'}"
RQ000491,"{'3.3-柴油-79-MT-两驱': '5995x1910,2000x2900'}"
RQ000492,"{'3.3-柴油-80-MT-两驱': '5430x1800,1900,2000x2750'}"
RQ000493,"{'3.8-汽油-146-MT-四驱': '4830,4915x1895,1940x1885'}"
RQ000494,{'1.0-汽油-39-MT-两驱': '4070x1560x2105'}
RQ000495,{'1.1-汽油-38.5-MT-两驱': '4775x1690x2080'}
RQ000496,"{'2.5-柴油-60-MT-两驱': '5995x1960,2030x3010'}"
RQ000497,"{'1.0-汽油-39-MT-两驱': '3845x1500,1580x1900'}"
RQ000498,{'1.0-汽油-39-MT-两驱': '3845x1500x1900'}
RQ000499,{'1.0-汽油-39-MT-两驱': '3900x1400x1715'}
RQ000500,"{'1.0-汽油-47-MT-两驱': '4105,4150,3950x1560x1825,1855'}"
RQ000501,{'1.0-汽油-47-MT-两驱': '4105x1560x1825'}
RQ000502,"{'1.0-汽油-46-MT-两驱': '4465x1560x2410,2560'}"
RQ000503,{'1.0-汽油-51-MT-两驱': '5160x1690x2560'}
RQ000504,"{'1.0-汽油-39-MT-两驱': '4180x1475x2200,2160'}"
RQ000505,{'1.0-汽油-39-MT-两驱': '4180x1475x2200'}
RQ000506,"{'1.0--51-MT-两驱': '4545,4745,4995x1650x2455,2555'}"
RQ000507,"{'1.0-汽油-50.7-MT-两驱': '4755,5055x1690x2360,2510'}"
RQ000508,{'0.8-汽油-29-MT-两驱': '3940x1475x1990'}
RQ000509,"{'1.0-汽油-50.7-MT-两驱': '4450,x1520,1560x2280,2300'}"
RQ000510,"{'1.0-汽油-50.7-MT-两驱': '4450x1520x2280,2300'}"
RQ000511,{'2.8-柴油-70-MT-四驱': '5235x1760x1745'}
RQ000512,"{'2.8-柴油-65-MT-两驱': '5040,5395,5140,5495x1720x1735'}"
RQ000513,"{'2.8-柴油-65-MT-两驱': '5040,5395x1720x1735'}"
RQ000514,{'2.8-柴油-80-MT-两驱': '5475x1740x1730'}
RQ000515,{'2.8-柴油-72-MT-两驱': '4740x1795x1770'}
RQ000516,"{'2.8-柴油-72-MT-四驱': '5360,5390x1800x1880,1970'}"
RQ000517,"{'2.8-柴油-92-MT-两驱': '4845x2000x2500,2160'}"
RQ000518,"{'2.8-柴油-70-MT-两驱': '5560x1850x1760,2020'}"
RQ000519,{'2.8-柴油-70-MT-两驱': '5560x1850x1760'}
RQ000520,"{'2.8-柴油-70-MT-两驱': '5510x1930,1980x2920'}"
RQ000521,"{'2.8-柴油-88-MT-两驱': '5995x1910,2000x3200'}"
RQ000522,"{'3.0-柴油-85-MT-两驱': '5995x2100,2260x2300,2260,2400'}"
RQ000523,"{'3.0-柴油-85-MT-两驱': '5995x2100x2300,2260,2400'}"
RQ000524,{'2.8-柴油-96-MT-两驱': '5380x1920x2285'}
RQ000525,"{'2.8-柴油-110-MT-两驱': '5365x1900x1722,1963'}"
RQ000526,{'2.8-柴油-110-MT-两驱': '5365x1900x1722'}
RQ000527,"{'2.8-柴油-110-AT-两驱': '5680,5830x1900x1809,1845,2050'}"
RQ000528,"{'2.8-柴油-110-AT-两驱': '5680x1900x1809,1845'}"
RQ000529,{'2.8-柴油-110-AT-两驱': '5680x1900x1809'}
RQ000530,"{'2.8-柴油-80-MT-两驱': '5250,5080,5130x1830,1720,1800x1730,1700'}"
RQ000531,"{'2.8-柴油-80-MT-两驱': '5250,5080x1830,1720x1730,1700'}"
RQ000532,{'2.8-柴油-80-MT-两驱': '5250x1830x1730'}
RQ000533,"{'3.2-柴油-91-MT-两驱': '5995,5990x2330,2100x2600'}"
RQ000534,"{'2.8-柴油-75-MT-两驱': '5125,4975x1730x1710'}"
RQ000535,{'2.8-柴油-75-MT-两驱': '5125x1730x1710'}
RQ000536,{'3.0-汽油-250-AT-两驱': '5039x1860x1492'}
RQ000537,{'3.0-汽油-184-DCT-两驱': '4865x1820x1475'}
RQ000538,"{'3.0-汽油-117-AT-四驱': '4830,4915x1895,1940x1885'}"
RQ000539,{'3.0-汽油-118-MT-两驱': '4795x1835x1925'}
RQ000540,"{'3.0-柴油-80.9-MT-两驱': '4949x1820x1940,2120'}"
RQ000541,{'3.0-汽油-228-DCT-四驱': '5015x1874x1455'}
RQ000542,"{'3.2-柴油-80-MT-两驱': '5810x1907,1960x2770'}"
RQ000543,{'3.0-柴油-96-MT-两驱': '5029x1690x1700'}
RQ000544,{'3.0-柴油-96-MT-两驱': '5029x1690x1640'}
RQ000545,{'3.0-汽油-195-AT-两驱': '4996x1857x1505'}
RQ000546,"{'3.3-柴油-75-MT-两驱': '5995x2000x3000,3190'}"
RQ000547,"{'3.3-柴油-75-MT-两驱': '5860,5995x1990x2900'}"
RQ000548,"{'3.3-柴油-76-MT-两驱': '5995x2050,2200x3200'}"
RQ000549,"{'3.3-柴油-80-MT-两驱': '5150x1800,1900,2000x2750'}"
RQ000550,"{'1.1-汽油-38.5-MT-两驱': '4160,3980x1560x1860,1890,1840,1875'}"
RQ000551,"{'1.1-汽油-38.5-MT-两驱': '4160,3980x1560x1860,1890'}"
RQ000552,"{'1.1-汽油-38.5-MT-两驱': '4160,3980x1560x1860'}"
RQ000553,"{'2.5-柴油-60-MT-两驱': '5995x1960,2020x3010'}"
RQ000554,{'1.0-汽油-39-MT-': '4390x1475x2315'}
RQ000555,"{'1.0-汽油-51-MT-两驱': '3845x1500,1580x2105'}"
RQ000556,"{'1.0-汽油-51-MT-两驱': '4545,5160x1690x2590,2560'}"
RQ000557,{'1.0-汽油-51-MT-两驱': '4545x1690x2590'}
RQ000558,"{'1.0-汽油-39-MT-两驱': '3607,3642x1528x2140'}"
RQ000559,"{'1.0-汽油-46-MT-两驱': '4435x1560x1825,1855'}"
RQ000560,"{'1.0-汽油-50.7-MT-两驱': '4095x1475x2370,2160'}"
RQ000561,{'1.0-汽油-50.7-MT-两驱': '4095x1475x2370'}
RQ000562,"{'1.0--51-MT-两驱': '4830,5030,5380x1580x2360,2460'}"
RQ000563,"{'1.0-汽油-51-MT-两驱': '3640,3840x1560x1925,2085'}"
RQ000564,{'1.0-汽油-51-MT-两驱': '3640x1560x1925'}
RQ000565,"{'0.8-汽油-29-MT-两驱': '3900,3600x1400x1715'}"
RQ000566,{'0.8-汽油-29-MT-两驱': '3900x1400x1715'}
RQ000567,{'1.0-汽油-47-MT-两驱': '4645x1635x2550'}
RQ000568,{'2.8-柴油-85-MT-两驱': '5395x1690x1650'}
RQ000569,"{'2.8-柴油-65-MT-两驱': '5350,5055x1725x1690'}"
RQ000570,{'2.8-柴油-88-MT-两驱': '5350x1950x2625'}
RQ000571,"{'2.8-柴油-80-MT-两驱': '5005,5040,5075,5110,5115,5125,5160,5185,5050,5140,5170x1690x1645'}"
RQ000572,"{'2.8-柴油-80-MT-两驱': '5005,5040,5075,5110,5115,5125,5160,5185x1690x1645'}"
RQ000573,"{'2.8-柴油-72-MT-两驱': '5060,5090x1800x1880,1970'}"
RQ000574,"{'2.8-柴油-75-MT-两驱': '5080,5180,5225,5250x1720,1775,1830x1700,1730'}"
RQ000575,"{'2.8-柴油-75-MT-两驱': '5080,5180,5225x1720,1775x1700,1730'}"
RQ000576,"{'2.8-柴油-75-MT-两驱': '5080,5180x1720x1700'}"
RQ000577,"{'2.8-柴油-70-MT-两驱': '5245x1825x1950,2030'}"
RQ000578,"{'2.8-柴油-70-MT-两驱': '5510x1930,1980x2920'}"
RQ000579,"{'2.8-柴油-88-MT-两驱': '5995x1910,2000x3200'}"
RQ000580,"{'3.0-柴油-85-MT-两驱': '5995x2100,2260x3100,3020'}"
RQ000581,"{'3.0-柴油-85-MT-两驱': '5995x2100x3100,3020'}"
RQ000582,{'2.8-柴油-96-MT-两驱': '5380x1920x2285'}
RQ000583,"{'2.8-柴油-110-MT-两驱': '5680x1900x1722,1963'}"
RQ000584,{'2.8-柴油-110-MT-两驱': '5680x1900x1722'}
RQ000585,"{'2.8-柴油-110-MT-两驱': '5680,5830x1900x1809,1845,2050'}"
RQ000586,"{'2.8-柴油-110-MT-两驱': '5680x1900x1809,1845'}"
RQ000587,{'2.8-柴油-110-MT-两驱': '5680x1900x1809'}
RQ000588,"{'2.8-柴油-80-MT-两驱': '5620,5580,5630x1830,1720,1800x1730,1700'}"
RQ000589,"{'2.8-柴油-80-MT-两驱': '5620,5580x1830,1720x1730,1700'}"
RQ000590,{'2.8-柴油-80-MT-两驱': '5620x1830x1730'}
RQ000591,"{'3.2-柴油-91-MT-两驱': '5995,5990x2330,2100x2600'}"
RQ000592,{'2.8-柴油-88-MT-两驱': '5605x1830x1815'}
RQ000593,{'3.0-汽油-165-AT-两驱': '5223x1901x2050'}
RQ000594,{'3.0-汽油-184-DCT-两驱': '4812x1855x1417'}
RQ000595,"{'3.0-汽油-120-AT-四驱': '4830x1895,1885x1885,1855'}"
RQ000596,"{'3.0-汽油-120-AT-四驱': '4830x1895,1885x2115'}"
RQ000597,"{'3.0-柴油-105-MT-两驱': '4690,4830x1825x2150'}"
RQ000598,{'3.0-柴油-80.9-MT-两驱': '4949x1820x1940'}
RQ000599,{'3.2-柴油-80-MT-两驱': '5820x1907x2770'}
RQ000600,{'3.0-柴油-96-MT-两驱': '5029x1690x1700'}
RQ000601,{'3.0-柴油-96-MT-两驱': '5029x1690x1640'}
RQ000602,{'3.0-汽油-195-AT-两驱': '4996x1857x1505'}
RQ000603,"{'3.3-汽油-128-AT-两驱': '5096x1997x1803,1752'}"
RQ000604,"{'3.3-柴油-75-MT-两驱': '5860,5995x1990x2900'}"
RQ000605,"{'3.3-柴油-79-MT-两驱': '5995x2000,2150x2900'}"
RQ000606,"{'3.3-柴油-80-MT-两驱': '5430x1800,1900,2000x2750'}"
RQ000607,"{'1.0-汽油-39-MT-两驱': '4510x1560x1860,1890'}"
RQ000608,{'1.0-汽油-39-MT-两驱': '4510x1560x1860'}
RQ000609,{'1.0-汽油-39-MT-两驱': '4410x1560x1860'}
RQ000610,{'1.1-汽油-38.5-MT-两驱': '4545x1690x2490'}
RQ000611,"{'2.5-柴油-60-MT-两驱': '5995x1960,2030x3010'}"
RQ000612,"{'1.0-汽油-39-MT-两驱': '3350,3395x1475,1535x1920'}"
RQ000613,"{'1.0-汽油-39-MT-两驱': '3350x1475,1535x1920'}"
RQ000614,"{'1.0-汽油-51-MT-两驱': '3845x1500,1580x1900'}"
RQ000615,"{'1.0-汽油-51-MT-两驱': '4545,5130x1690x2590,2560'}"
RQ000616,{'1.0-汽油-51-MT-两驱': '4545x1690x2590'}
RQ000617,"{'1.0-汽油-39-MT-两驱': '3607,3642x1528x1925'}"
RQ000618,"{'1.0-汽油-51-MT-两驱': '4160,4000x1560x1870,1900,1840,1875'}"
RQ000619,"{'1.0-汽油-51-MT-两驱': '4160,4000x1560x1870,1900'}"
RQ000620,"{'1.0-汽油-46-MT-两驱': '3960x1560x1825,1855'}"
RQ000621,{'1.0-汽油-51-MT-两驱': '5130x1690x2560'}
RQ000622,{'1.0-汽油-39-MT-两驱': '3725x1560x2100'}
RQ000623,"{'1.0--51-MT-两驱': '4545,4745,4995x1580x2470,2570'}"
RQ000624,"{'1.0-汽油-51-MT-两驱': '4545,4975,5160x1690x2040,2010'}"
RQ000625,"{'1.0-汽油-51-MT-两驱': '4545,4975x1690x2040'}"
RQ000626,"{'0.8-汽油-29-MT-两驱': '3600,3900x1400x1930'}"
RQ000627,{'1.0-汽油-47-MT-两驱': '4645x1635x2550'}
RQ000628,"{'2.8-柴油-68-MT-两驱': '4980x1690x1765,1945'}"
RQ000629,"{'2.8-柴油-72-MT-两驱': '5115x1820x1825,1860'}"
RQ000630,"{'2.8-柴油-70-MT-两驱': '5610,5610,5525,5810,5725x1690,1725x1710,1730'}"
RQ000631,"{'2.8-柴油-70-MT-两驱': '5155,5255,5080x1690,1725x1710,1730'}"
RQ000632,{'2.8-柴油-75-MT-两驱': '5145x1725x1690'}
RQ000633,"{'2.8-柴油-80-MT-两驱': '5270,5390x1810,1910x2180'}"
RQ000634,{'2.8-柴油-70-MT-两驱': '4950x1690x2225'}
RQ000635,{'2.8-柴油-70-MT-两驱': '4820x1720x2570'}
RQ000636,{'2.8-柴油-85-MT-两驱': '5065x2000x2435'}
RQ000637,{'2.8-柴油-65-MT-两驱': '5110x1770x1870'}
RQ000638,"{'2.8-柴油-80-MT-两驱': '5190,5305x1860x1785,1775'}"
RQ000639,"{'2.8-柴油-80-MT-两驱': '5005,5040,5075,5110,5115,5125,5160,5185,5050,5140,5170x1690x1645'}"
RQ000640,"{'2.8-柴油-80-MT-两驱': '5005,5040,5075,5110,5115,5125,5160,5185x1690x1645'}"
RQ000641,"{'2.8-柴油-72-MT-两驱': '5060,5090x1720x1825,1915'}"
RQ000642,"{'2.8-柴油-92-MT-两驱': '4845x2000x2500,2160'}"
RQ000643,"{'2.8-柴油-75-MT-两驱': '5480,5580,5605x1720,1775,1830x1700,1730'}"
RQ000644,"{'2.8-柴油-75-MT-两驱': '5480,5580x1720,1775x1700,1730'}"
RQ000645,{'2.8-柴油-75-MT-两驱': '5480x1720x1700'}
RQ000646,"{'2.8-柴油-70-MT-两驱': '4950,5030x1700x2240,2066,1980'}"
RQ000647,{'2.8-柴油-70-MT-两驱': '5465x1930x2280'}
RQ000648,"{'2.8-柴油-88-MT-两驱': '5995x1910,2000x2900'}"
RQ000649,"{'3.0-柴油-85-MT-两驱': '5995x2100,2260x3100,3020'}"
RQ000650,"{'3.0-柴油-85-MT-两驱': '5995x2100x3100,3020'}"
RQ000651,"{'2.8-柴油-96-MT-两驱': '5995x1910,2000x2330'}"
RQ000652,"{'2.8-柴油-110-MT-两驱': '5365x1900x1722,1922'}"
RQ000653,{'2.8-柴油-80-MT-四驱': '5250x1830x1730'}
RQ000654,{'3.2-柴油-79-MT-四驱': '5560x1850x1760'}
RQ000655,{'2.8-柴油-88-MT-两驱': '5995x2100x2970'}
RQ000656,"{'3.0-汽油-117-MT-四驱': '4830,4915x1895,1940x1885'}"
RQ000657,{'3.0-柴油-80.9-MT-两驱': '4949x1690x1895'}
RQ000658,"{'3.2-柴油-80-MT-两驱': '5820,5105x1907,1960,1880x2770,2455'}"
RQ000659,"{'3.2-柴油-80-MT-两驱': '5820x1907,1960x2770'}"
RQ000660,{'3.0-柴油-96-MT-四驱': '5029x1690x1700'}
RQ000661,{'3.0-柴油-96-MT-四驱': '5029x1690x1680'}
RQ000662,{'3.0-汽油-195-AT-两驱': '5000x1858x1493'}
RQ000663,"{'3.3-汽油-128-AT-两驱': '5096x1997x1803,1752'}"
