ba05b3f264eb6598f2e8b6c2401121cc,奥迪,一汽-大众奥迪,奥迪A4L,1.8T,手动变速箱(MT),2010,A4L
bcd81094234aae2ca0d5ef4e5bedeb89,奥迪,奥迪(进口),奥迪A6(进口),1.9TD,无级变速箱(CVT),2001,A6 AVANT
d4daf1ba281b52ba7bb9a859d90efd24,奥迪,奥迪(进口),奥迪A6(进口),2,手动变速箱(MT),2001,A6
2d49f3cc15f296e6e1c7913e59db9bd8,奥迪,奥迪(进口),奥迪A6(进口),2,无级变速箱(CVT),2001,A6
2ee5cfec8b0f4e2082641dbe7a70b847,奥迪,奥迪(进口),奥迪A6(进口),2,手动变速箱(MT),2001,A6 AVANT
c463e226a0b1e5f6505a168b1e57062c,奥迪,奥迪(进口),奥迪A6(进口),2,无级变速箱(CVT),2001,A6 AVANT
6fcd4e28f2dec9331a0246ff221ea9fc,奥迪,奥迪(进口),奥迪A6(进口),2.0T,手动变速箱(MT),2009,A6
445acf81057a0f8e0c09edc162e8b810,奥迪,奥迪(进口),奥迪A6(进口),2.0T,无级变速箱(CVT),2009,A6
c5d5e723729e24056b7e3b1d358259a7,奥迪,奥迪(进口),奥迪A6(进口),2.0T,手动变速箱(MT),2009,A6 AVANT
50e942240e87457b3cae7d45ccf593d9,奥迪,奥迪(进口),奥迪A6(进口),2.0T,无级变速箱(CVT),2009,A6 AVANT
aa6dbe549299ac391c1ef9cfee4460aa,奥迪,奥迪(进口),奥迪A6(进口),2.0T,手动变速箱(MT),2005,A6
6e371e488a57bdb53e3d8bd77c7cdf50,奥迪,奥迪(进口),奥迪A6(进口),2.0T,无级变速箱(CVT),2005,A6
4687c46b0167aceac71b6c58590284b0,奥迪,奥迪(进口),奥迪A6(进口),2.0T,自动变速箱(AT),2005,A6
11490df8adaf61f211c93a25447e4014,奥迪,奥迪(进口),奥迪A6(进口),2.0T,手动变速箱(MT),2005,A6 AVANT
892fd213b3a3e366f64901d4adafb671,奥迪,奥迪(进口),奥迪A6(进口),2.0T,无级变速箱(CVT),2005,A6 AVANT
670d0eceedd47218acf0ac3733239d18,奥迪,奥迪(进口),奥迪A6(进口),2.0TD,手动变速箱(MT),2011,A6
e26c6c5388a258e497228ae197a49724,奥迪,奥迪(进口),奥迪A6(进口),2.0TD,无级变速箱(CVT),2011,A6
b49f587fce9e863fb8ea9abb4dc894d6,奥迪,奥迪(进口),奥迪A6(进口),2.0TD,手动变速箱(MT),2009,A6 AVANT
1f55c70c1458226a314e9a8e54fb3967,奥迪,奥迪(进口),奥迪A6(进口),2.0TD,无级变速箱(CVT),2009,A6 AVANT
92e0c42aa928183aaa18ccd038932a89,奥迪,奥迪(进口),奥迪A6(进口),2.0TD,手动变速箱(MT),2008,A6
0fddad62561ccbd4244b8790246890ba,奥迪,奥迪(进口),奥迪A6(进口),2.0TD,无级变速箱(CVT),2008,A6
47cff171667a2232997eefa1086c0f31,奥迪,奥迪(进口),奥迪A6(进口),2.0TD,手动变速箱(MT),2005,A6
909c9b69375cd1472514d0c93236a19c,奥迪,奥迪(进口),奥迪A6(进口),2.0TD,手动变速箱(MT),2005,A6 AVANT
3012286a1dad5b818016bc56af150cd3,奥迪,奥迪(进口),奥迪A6(进口),2.0TD,无级变速箱(CVT),2005,A6 AVANT
4374b4f97bd1d3ea53b21495612fd659,奥迪,奥迪(进口),奥迪A6(进口),2.4,手动变速箱(MT),2005,A6
3cfbfbd3acfcaf7fc88de5281d899b47,奥迪,奥迪(进口),奥迪A6(进口),2.4,无级变速箱(CVT),2005,A6
0aff2bfb4be460f1baee6bb312891327,奥迪,奥迪(进口),奥迪A6(进口),2.4,自动变速箱(AT),2005,A6
749e9a6c3e0c13627220ea0cc880dea8,奥迪,奥迪(进口),奥迪A6(进口),2.4,手动变速箱(MT),2005,A6 AVANT
24ff45be7317efc1e4f739fb66c24871,奥迪,奥迪(进口),奥迪A6(进口),2.4,无级变速箱(CVT),2005,A6 AVANT
8d65c6b4370cbd545636f8afd697c736,奥迪,奥迪(进口),奥迪A6(进口),2.4,自动变速箱(AT),2005,A6 AVANT
2565bd16e76d93281146b670d7b1c493,奥迪,奥迪(进口),奥迪A6(进口),2.4,手动变速箱(MT),2001,A6
1f72798ff9344ec72b050a782621eae9,奥迪,奥迪(进口),奥迪A6(进口),2.4,无级变速箱(CVT),2001,A6
14f800da04dd42dc4fd294aad69cc081,奥迪,奥迪(进口),奥迪A6(进口),2.4,自动变速箱(AT),2001,A6
8ef16b3e5a71ce62c9c080fdf891c68c,奥迪,奥迪(进口),奥迪A6(进口),2.4,手动变速箱(MT),2001,A6 AVANT
ba6f13b20ea82a0065e1aa2f2335c2c0,奥迪,奥迪(进口),奥迪A6(进口),2.4,无级变速箱(CVT),2001,A6 AVANT
70799bcd162a9fd13942525aa9ffb421,奥迪,奥迪(进口),奥迪A6(进口),2.4,自动变速箱(AT),2001,A6 AVANT
ca589e8a2bdef3fd21fb310ab53530f4,奥迪,奥迪(进口),奥迪A6(进口),2.5TD,手动变速箱(MT),2001,A6
bd2bc7d078c5a026eefe20c3ac02dadf,奥迪,奥迪(进口),奥迪A6(进口),2.5TD,手自一体变速箱(AT),2001,A6
9271da8a90a3736b43c2e16a6996825e,奥迪,奥迪(进口),奥迪A6(进口),2.5TD,无级变速箱(CVT),2001,A6
fd816c01e5df6a23d09d8d1fac344f85,奥迪,奥迪(进口),奥迪A6(进口),2.5TD,自动变速箱(AT),2001,A6
a73374585fd2faaddef25ada7d96d589,奥迪,奥迪(进口),奥迪A6(进口),2.5TD,手动变速箱(MT),2001,A6 AVANT
3c13d1fbf81338deb5518bd82efe3487,奥迪,奥迪(进口),奥迪A6(进口),2.5TD,无级变速箱(CVT),2001,A6 AVANT
fce06d5bce9d8bdbee92c99075cd2d1d,奥迪,奥迪(进口),奥迪A6(进口),2.5TD,自动变速箱(AT),2001,A6 AVANT
e30ea5cea9db516daae3bca393cbefcb,奥迪,奥迪(进口),奥迪A6(进口),2.7T,手自一体变速箱(AT),2002,A6 ALLROAD
b78e86a797687e4971a727de71f24d31,奥迪,奥迪(进口),奥迪A6(进口),2.7T,手动变速箱(MT),2001,A6
13bed927203a3b4477dd4fd665e5ea73,奥迪,奥迪(进口),奥迪A6(进口),2.7T,手动变速箱(MT),2001,A6 AVANT
f7759ab70d274baadad18b3d05cdbb12,奥迪,奥迪(进口),奥迪A6(进口),2.7T,自动变速箱(AT),2001,A6 AVANT
940712ae8363daf1ef6ec9b44e3e4d05,奥迪,奥迪(进口),奥迪A6(进口),2.7T,自动变速箱(AT),2000,A6
4a1ed60778bd59ea995e36df14638a08,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,手动变速箱(MT),2008,A6
c84981b50139bb308adfb3fdd393951a,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,无级变速箱(CVT),2008,A6
0f7f3cf195ab1ea9780ad50926fdcb63,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,自动变速箱(AT),2008,A6
eaf3d4d2dd2b052104ef9930095e7055,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,手动变速箱(MT),2008,A6 AVANT
509a346a7072fbb8f25af4f6010daed2,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,无级变速箱(CVT),2008,A6 AVANT
42d7a9247b113fa40dbc228f1a762d6a,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,自动变速箱(AT),2008,A6 AVANT
2762957232dbb9384bb52266f32cbdda,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,手动变速箱(MT),2005,A6
d846bb5f9d663c05ea5d8b066b63c98d,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,手自一体变速箱(AT),2005,A6
63fa6509ed9287dd7b8caf65a1e8a8d7,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,手动变速箱(MT),2005,A6 AVANT
fc263cd9cb9e8433c3be4d5a0c63152d,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,无级变速箱(CVT),2005,A6 AVANT
d81376299a731d82fd121ec7f45a6816,奥迪,奥迪(进口),奥迪A6(进口),2.7TD,自动变速箱(AT),2005,A6 AVANT
b385e00113a60849f581223f5a2004a9,奥迪,奥迪(进口),奥迪A6(进口),2.8,双离合变速箱(DCT),2011,A6
30e93360f373ec2bc5dd4d4f599a0f47,奥迪,奥迪(进口),奥迪A6(进口),2.8,手动变速箱(MT),2011,A6
87f1f50b1a1961bbeaa15e82bf1a22f1,奥迪,奥迪(进口),奥迪A6(进口),2.8,无级变速箱(CVT),2011,A6
d2e30782a8c320e01e22aa1f50399508,奥迪,奥迪(进口),奥迪A6(进口),2.8,自动变速箱(AT),2011,A6
2264e43bc5744de6b80bc2ba7456cedb,奥迪,奥迪(进口),奥迪A6(进口),2.8,自动变速箱(AT),2009,A6
e0c83e8b65d4675b97cf403705fd0076,奥迪,奥迪(进口),奥迪A6(进口),2.8,手动变速箱(MT),2008,A6
fa09d53d6ad60387373403b8059f7627,奥迪,奥迪(进口),奥迪A6(进口),2.8,无级变速箱(CVT),2008,A6
446889fe1ad889605b7cea50b69cd0a2,奥迪,奥迪(进口),奥迪A6(进口),2.8,自动变速箱(AT),2008,A6
6270a4e4ac282de77c97de15742a3438,奥迪,奥迪(进口),奥迪A6(进口),2.8,手动变速箱(MT),2008,A6 AVANT
0b8b3bb8009a8c974333959f3004ff72,奥迪,奥迪(进口),奥迪A6(进口),2.8,无级变速箱(CVT),2008,A6 AVANT
8505335bd7796c098b819ac551070659,奥迪,奥迪(进口),奥迪A6(进口),2.8,自动变速箱(AT),2008,A6 AVANT
4fd1a43fa74622960c07b1f662cc22fe,奥迪,奥迪(进口),奥迪A6(进口),2.8,手动变速箱(MT),2005,A6
1a9f763957a9744fd712b1fbfc7f3e47,奥迪,奥迪(进口),奥迪A6(进口),2.8,手自一体变速箱(AT),2005,A6
699cda3e716fe99d42bd872c9aeb3a76,奥迪,奥迪(进口),奥迪A6(进口),2.8,无级变速箱(CVT),2005,A6
069630e5df28dd07c3cef312ffb2232d,奥迪,奥迪(进口),奥迪A6(进口),2.8,自动变速箱(AT),2005,A6
2281535b84dfdfa00f8d29343ab4fb81,奥迪,奥迪(进口),奥迪A6(进口),2.8,手动变速箱(MT),2005,A6 AVANT
79f65287fd8ab52ce579fdb497ad607b,奥迪,奥迪(进口),奥迪A6(进口),2.8,无级变速箱(CVT),2005,A6 AVANT
7505917ccd00dd145606867d926f6cb5,奥迪,奥迪(进口),奥迪A6(进口),2.8,自动变速箱(AT),2005,A6 AVANT
d1ad38427c75bde73792d39eb73240ab,奥迪,奥迪(进口),奥迪A6(进口),3,手自一体变速箱(AT),2003,A6
422059d751750024e58ae183da5bbfa9,奥迪,奥迪(进口),奥迪A6(进口),3,手动变速箱(MT),2001,A6
23799a45a09d55f686c799b65f77e00e,奥迪,奥迪(进口),奥迪A6(进口),3,无级变速箱(CVT),2001,A6
e56c66fa0b60a67400f0824c1bc9eaf1,奥迪,奥迪(进口),奥迪A6(进口),3,自动变速箱(AT),2001,A6
7851b65432bdf035cd0dafab5aa998be,奥迪,奥迪(进口),奥迪A6(进口),3,手动变速箱(MT),2001,A6 AVANT
6a6aee06da636c9e92575fa2556455dd,奥迪,奥迪(进口),奥迪A6(进口),3,无级变速箱(CVT),2001,A6 AVANT
ad8cac1c953f267fe2b97923c67a54bd,奥迪,奥迪(进口),奥迪A6(进口),3,自动变速箱(AT),2001,A6 AVANT
e0a521a72a8ff5540f804e119b01eb6a,奥迪,奥迪(进口),奥迪A6(进口),3.0T,手自一体变速箱(AT),2011,A6
abd91da0e581ded9b9a6fdb6f307a60d,奥迪,奥迪(进口),奥迪A6(进口),3.0T,手动变速箱(MT),2008,A6
89b0992bdd44549b77f36a5a020ef5ad,奥迪,奥迪(进口),奥迪A6(进口),3.0T,手自一体变速箱(AT),2008,A6
2fe5ecf739e9040ea668acc1c7a210c6,奥迪,奥迪(进口),奥迪A6(进口),3.0T,手自一体变速箱(AT),2008,A6 AVANT
7ab0bbfa6a18d9962588848e692bd1ee,奥迪,奥迪(进口),奥迪A6(进口),3.0TD,双离合变速箱(DCT),2011,A6
dfed20b40b60caef733b25a4eeabcea7,奥迪,奥迪(进口),奥迪A6(进口),3.0TD,手动变速箱(MT),2011,A6
2af4d3fd524aa94bdc1b6251aa908092,奥迪,奥迪(进口),奥迪A6(进口),3.0TD,无级变速箱(CVT),2011,A6
da051c001d9cbc0a008a293644c2d8a8,奥迪,奥迪(进口),奥迪A6(进口),3.0TD,手动变速箱(MT),2008,A6 AVANT
dd901fbd32f235e49532fc37fadb7645,奥迪,奥迪(进口),奥迪A6(进口),3.0TD,手自一体变速箱(AT),2008,A6 AVANT
46b734a7a431d652411dce56e5eec113,奥迪,奥迪(进口),奥迪A6(进口),3.0TD,手动变速箱(MT),2005,A6
7acc5796a826c64dedacc2a7664595ba,奥迪,奥迪(进口),奥迪A6(进口),3.0TD,手自一体变速箱(AT),2005,A6
0e9576bda115bd2295d8b99f1789d6c7,奥迪,奥迪(进口),奥迪A6(进口),3.0TD,手动变速箱(MT),2005,A6 AVANT
2d28d2ea6fe1665c04b22e37b806b11b,奥迪,奥迪(进口),奥迪A6(进口),3.0TD,手自一体变速箱(AT),2005,A6 AVANT
d939bfc5a9a4421c0bec090a9504a0ca,奥迪,奥迪(进口),奥迪A6(进口),4.0T,双离合变速箱(DCT),2018,S6
a468604431427d7a091140b4de145de9,奥迪,奥迪(进口),奥迪A6(进口),4.0T,双离合变速箱(DCT),2017,S6
0ddd14ad07b6686d676ebb32c331314e,奥迪,奥迪(进口),奥迪A6(进口),4.0T,双离合变速箱(DCT),2016,S6
f16b4b4ecad3fd3d2b295618799d3ab7,奥迪,奥迪(进口),奥迪A6(进口),4.0T,双离合变速箱(DCT),2013,S6
1d0d154304d7b4173b91b46beb0e58c6,奥迪,奥迪(进口),奥迪A6(进口),4.2,手自一体变速箱(AT),2009,A6
0b185ec275e87cd1ab3c2fb0dac93b47,奥迪,奥迪(进口),奥迪A6(进口),4.2,手自一体变速箱(AT),2008,A6 AVANT
9b118ed88e332fa23e4ea1dcff12cddc,奥迪,奥迪(进口),奥迪A6(进口),4.2,手自一体变速箱(AT),2005,A6
3a92adc927ecb11213f8f403ae10a863,奥迪,奥迪(进口),奥迪A6(进口),4.2,手自一体变速箱(AT),2005,A6 AVANT
e374e61b6f4ebd365cb2b49d177a7182,奥迪,奥迪(进口),奥迪A6(进口),4.2,手动变速箱(MT),2002,S6
fdb9f076ef1d47c48953125a749ffcf8,奥迪,奥迪(进口),奥迪A6(进口),4.2,手自一体变速箱(AT),2002,S6
1fc20efb538143175706aadec27b7a41,奥迪,奥迪(进口),奥迪A6(进口),4.2,手动变速箱(MT),2002,S6 AVANT
82bae69ab3127a47585b72d39ad394aa,奥迪,奥迪(进口),奥迪A6(进口),4.2,手自一体变速箱(AT),2002,S6 AVANT
22aadfebc5188ca9cd6f137bfa632cfa,奥迪,奥迪(进口),奥迪A6(进口),4.2,手自一体变速箱(AT),2001,A6
e1e27c93d61d0c7112411cfda055a8d4,奥迪,奥迪(进口),奥迪A6(进口),4.2,手自一体变速箱(AT),2001,A6 AVANT
d6cd34a8bb781e58e4e923b28d91cdaf,奥迪,Audi Sport,RS6 AVANT,4.2T,手自一体变速箱(AT),2004,RS6 AVANT
c397bbf94a13c1fbdc595fe58ce918da,奥迪,Audi Sport,RS6,4.2T,手自一体变速箱(AT),2002,RS6
ecbb9c46c5b753512f429ce5eaa368f4,奥迪,Audi Sport,RS6 AVANT,4.2T,手自一体变速箱(AT),2002,RS6 AVANT
cabeb9fecdc551639c42b901a835815c,奥迪,奥迪(进口),奥迪A6(进口),5.2,手自一体变速箱(AT),2008,S6
2fad47bedee534a6bd7bc130008cc91f,奥迪,奥迪(进口),奥迪A6(进口),5.2,手自一体变速箱(AT),2008,S6 AVANT
7513e4caf17dc6801739e28eacde085e,奥迪,奥迪(进口),奥迪A6(进口),5.2,手自一体变速箱(AT),2006,S6
5d4acb5b90d56ee207ee77246c7a44c5,奥迪,奥迪(进口),奥迪A6(进口),5.2,手自一体变速箱(AT),2006,S6 AVANT
4c1c62a9ba6d6b214823b7e3ffff2abb,奥迪,奥迪(进口),奥迪A7,2.8,双离合变速箱(DCT),2011,A7
7a722106c24748d66b8935f9fd107251,奥迪,奥迪(进口),奥迪A7,3.0T,自动变速箱(AT),2012,A7
6bba4a09da976de74166b923e910b61c,奥迪,奥迪(进口),奥迪A7,3.0T,双离合变速箱(DCT),2011,A7
e2a38aaad500fe2f3962b0b3eb8690b5,奥迪,奥迪(进口),奥迪A7,3.0TD,双离合变速箱(DCT),2011,A7
e470cc780203e5f67cb5017ee7869284,奥迪,奥迪(进口),奥迪A8,2.5TD,手自一体变速箱(AT),2001,A8
0b08741d018be4c338a6ed88b599a5c8,奥迪,奥迪(进口),奥迪A8,2.8,无级变速箱(CVT),2010,A8L
cd66cb9d0bb960892a0669ac5d4bfc25,奥迪,奥迪(进口),奥迪A8,2.8,手自一体变速箱(AT),2006,A8
9d1b3c1761f0c80d26d0cf2e53323c56,奥迪,奥迪(进口),奥迪A8,2.8,手自一体变速箱(AT),2003,A8
7447c281e1813bb78fbb12f5d928fe4b,奥迪,奥迪(进口),奥迪A8,2.8,手自一体变速箱(AT),2001,A8
40f3f1e4e9d2f4692fb6dc2d7fccdb39,奥迪,奥迪(进口),奥迪A8,3,无级变速箱(CVT),2008,A8
a760a2f7b8c3a3d40dfe24c66f8a3569,奥迪,奥迪(进口),奥迪A8,3,手自一体变速箱(AT),2006,A8
b9dbacbee818ded43d863c4e2449a4cb,奥迪,奥迪(进口),奥迪A8,3,无级变速箱(CVT),2006,A8
b6d72585306c33df0375f9304949bd86,奥迪,奥迪(进口),奥迪A8,3,手自一体变速箱(AT),2003,A8
9c9871cee4c2917cbafc6222d5a2a2ff,奥迪,奥迪(进口),奥迪A8,3.0TD,手自一体变速箱(AT),2008,A8
720dddeaed68b002c7849f1d66fcd300,奥迪,奥迪(进口),奥迪A8,3.0TD,手自一体变速箱(AT),2008,A8L
ea8ca4e373e58b8ac178fa69f6e6ca35,奥迪,奥迪(进口),奥迪A8,3.0TD,手自一体变速箱(AT),2006,A8
f4c8946054c4a2d87b67eb4192b84a31,奥迪,奥迪(进口),奥迪A8,3.0TD,手自一体变速箱(AT),2006,A8L
8bd71574eca04167ac6cd6b0d278f05a,奥迪,奥迪(进口),奥迪A8,3.0TD,手自一体变速箱(AT),2005,A8
5082696ab4102312cf467421201ddc2b,奥迪,奥迪(进口),奥迪A8,3.2,无级变速箱(CVT),2009,A8L
7386b56bb30f8659eaa00105be383650,奥迪,奥迪(进口),奥迪A8,3.2,手自一体变速箱(AT),2006,A8
5dd1154d66244fd5a1dc8381c35d1f24,奥迪,奥迪(进口),奥迪A8,3.2,手自一体变速箱(AT),2003,A8
df2df4002b7a4e943208a54ebe131f4b,奥迪,奥迪(进口),奥迪A8,3.2,手自一体变速箱(AT),2001,A8
db84b746452440fd1bfcf988d589ae5f,奥迪,奥迪(进口),奥迪A8,4.0T,手自一体变速箱(AT),2016,S8
ad71248b7adaa9186bcdf0575eb7c7c6,奥迪,奥迪(进口),奥迪A8,4.0T,手自一体变速箱(AT),2014,S8
f77430bda6c52eba46b758414b2d7366,奥迪,奥迪(进口),奥迪A8,4.0T,手自一体变速箱(AT),2013,S8
13f62ac149766e8efc6f73e483290032,奥迪,奥迪(进口),奥迪A8,4.0TD,手自一体变速箱(AT),2008,A8
f97287dcc2f6ab567ea791aa2e388e6d,奥迪,奥迪(进口),奥迪A8,4.0TD,手自一体变速箱(AT),2006,A8
040e39b3495bf9289ce16aea7279eda5,奥迪,奥迪(进口),奥迪A8,4.0TD,手自一体变速箱(AT),2005,A8
bb026cae67566b3088a6d0592eee3a7c,奥迪,奥迪(进口),奥迪A8,4.2,手自一体变速箱(AT),2012,A8L
70198c7d7cc0234f7741ae0b249e841e,奥迪,奥迪(进口),奥迪A8,4.2,手自一体变速箱(AT),2010,A8
632fecc40e1469ba6379382cf13851b7,奥迪,奥迪(进口),奥迪A8,4.2,手自一体变速箱(AT),2003,A8
fd4c15f3353d7e48f83be7352a77b377,奥迪,奥迪(进口),奥迪A8,4.2,手自一体变速箱(AT),2002,A8
658277208edb81a75c3e9649d0624148,奥迪,奥迪(进口),奥迪A8,4.2,手自一体变速箱(AT),2001,A8
ddb4636838980fa05a1ebf4f4a9226b9,奥迪,奥迪(进口),奥迪A8,4.2TD,手自一体变速箱(AT),2010,A8
aa98302b0c2f6921692789720b534216,奥迪,奥迪(进口),奥迪A8,4.2TD,手自一体变速箱(AT),2008,A8
d0d763c47f6bc4931a419f8f1d6b9a0b,奥迪,奥迪(进口),奥迪A8,4.2TD,手自一体变速箱(AT),2008,A8L
201961f7b25726e7307f5390402efa51,奥迪,奥迪(进口),奥迪A8,4.2TD,手自一体变速箱(AT),2006,A8
ee858d5c11358c844fd20b9a2b037635,奥迪,奥迪(进口),奥迪A8,4.2TD,手自一体变速箱(AT),2006,A8L
f643f65b44a0870e39e5dfbfdbf56a2e,奥迪,奥迪(进口),奥迪A8,4.2TD,手自一体变速箱(AT),2005,A8
1f154989f871f94bcff24cbdbe3aab8f,奥迪,奥迪(进口),奥迪A8,6,手自一体变速箱(AT),2007,A8L W12
47bbf70850dbb59d42f44f84227cdb7e,奥迪,奥迪(进口),奥迪A8,6,手自一体变速箱(AT),2003,A8 W12
a464b537301d487c065c1755f1e194fe,奥迪,奥迪(进口),奥迪A8,6,手自一体变速箱(AT),2001,A8 W12
e0b872189db1de1122bb6f43fa612e41,奥迪,奥迪(进口),奥迪Q7,3.0TD,手自一体变速箱(AT),2017,Q7
79ce7e2e4c7221b2a43e1722518868d6,奥迪,奥迪(进口),奥迪Q7,3.6,手自一体变速箱(AT),2009,Q7
63ce9ad1fe93eb295f8b941ec792fe0d,奥迪,奥迪(进口),奥迪TT,1.8T,双离合变速箱(DCT),2007,TT ROADSTER
f61552ffc5c1fa3b1bc2e7127de4aa4a,奥迪,奥迪(进口),奥迪TT,1.8T,双离合变速箱(DCT),2006,TT COUPE
d2d681ad035c0446c7bf43dddde2c39b,奥迪,奥迪(进口),奥迪TT,1.8T,手动变速箱(MT),2006,TT ROADSTER
92c2faa7c8c405edf1bf933d8bafb1df,奥迪,奥迪(进口),奥迪TT,1.8T,手自一体变速箱(AT),2006,TT ROADSTER
eee8ee5fe9f1b1c8caed66a19deb32cf,奥迪,奥迪(进口),奥迪TT,1.8T,手动变速箱(MT),2005,TT
ac53730da1a18ad0fc6e215db52f38d4,奥迪,奥迪(进口),奥迪TT,1.8T,手动变速箱(MT),2003,TT ROADSTER
13c1ff6c683d38873522de9b4d2fed49,奥迪,奥迪(进口),奥迪TT,1.8T,手自一体变速箱(AT),2002,TT ROADSTER
07ae65116dfab8dce733d3d669bc3fba,奥迪,奥迪(进口),奥迪TTS,2.0T,手动变速箱(MT),2008,TTS COUPE
f332075b1eb2217c906b0bc4beb4bd57,奥迪,奥迪(进口),奥迪TTS,2.0T,手动变速箱(MT),2008,TTS ROADSTER
9ea637392108c239ae2f384b70a24209,奥迪,奥迪(进口),奥迪TT,2.0T,手动变速箱(MT),2007,TT COUPE
42855b9a5fd093bbee06f165ae7e7df3,奥迪,奥迪(进口),奥迪TT,2.0T,双离合变速箱(DCT),2007,TT ROADSTER
096838505465a08e2ff407e859996342,奥迪,奥迪(进口),奥迪TT,2.0T,手动变速箱(MT),2006,TT COUPE
0c579cc1593b694b99ab779c45e09e83,奥迪,奥迪(进口),奥迪TT,2.0TD,双离合变速箱(DCT),2007,TT ROADSTER
02fe2f0b2a9d8c9dbf757b111319445d,奥迪,奥迪(进口),奥迪TT,2.0TD,双离合变速箱(DCT),2006,TT COUPE
141da7ba5948e71c7f5a733a73b04288,奥迪,Audi Sport,奥迪TT RS,2.5T,双离合变速箱(DCT),2009,TT RS COUPE
a8b364d1d8a773d8b51d0c532296cc0b,奥迪,Audi Sport,奥迪TT RS,2.5T,双离合变速箱(DCT),2009,TT RS ROADSTER
cbcac324fecb3b0bf25597c98af1a48f,阿尔法·罗密欧,阿尔法·罗密欧,-,2,手自一体变速箱(AT),2004,ALFA 147
c338dea07a4d7965dbc9d3a03f41567b,阿尔法·罗密欧,阿尔法·罗密欧,-,3.2,手动变速箱(MT),2004,ALFA 147
700f035177ae09f6cb26970a3ccc4766,阿尔法·罗密欧,阿尔法·罗密欧,ALFA 156,2,自动变速箱(AT),2000,ALFA 156
f7ea3aa1a822bc3ffc3658a59c512448,阿尔法·罗密欧,阿尔法·罗密欧,ALFA 156,3,自动变速箱(AT),2003,ALFA 166
e9274e640712d3fd4e80ddc659a1ea64,阿斯顿·马丁,阿斯顿·马丁,-,1.3,手动变速箱(MT),2011,CYGNET
4b646302041ec5b6736478e8b0092530,阿斯顿·马丁,阿斯顿·马丁,-,1.3,无级变速箱(CVT),2011,CYGNET
6437b6caf9e718f0b8204bcb02f9f439,阿斯顿·马丁,阿斯顿·马丁,-,6,自动变速箱(AT),2003,DB7
986c3546a69841e73029a6130f8ec475,阿斯顿·马丁,阿斯顿·马丁,-,6,手动变速箱(MT),2003,DB7 GT
04b788d0e482fbeb9809e4467c987af7,阿斯顿·马丁,阿斯顿·马丁,-,6,自动变速箱(AT),2003,DB7 GT
e5036c4846e5639fe7b574451b20d3bc,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁DB9,6,自动变速箱(AT),2010,DB9
dbeaa5751a936a1b34e84ff3c3eeaf7c,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁DB9,6,自动变速箱(AT),2010,DB9 VOLANTE [DB9 敞篷]
032abfe9268246225a10959d8fcd561d,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁DB9,6,手动变速箱(MT),2009,DB9
4b241d897d05fe7bbc6f330d94a7a50b,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁DB9,6,手动变速箱(MT),2009,DB9 VOLANTE [DB9 敞篷]
4c3369565ef93954b8981e199cc0a51e,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁DB9,6,手自一体变速箱(AT),2008,DB9
f64a2d2d6dff0c27b6961e30ffca53e3,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁DB9,6,手自一体变速箱(AT),2006,DB9
38dfc69cbdc73657c70a60c1dfac7b3e,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁DB9,6,自动变速箱(AT),2004,DB9
433ae6bab98adde82ae108db8ad799ff,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁DB9,6,手动变速箱(MT),2004,DB9 VOLANTE [DB9 敞篷]
5ef3606341421e59eb900218136575b8,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁DB9,6,自动变速箱(AT),2004,DB9 VOLANTE [DB9 敞篷]
54868329a21ea8edfd56939a7e643c15,阿斯顿·马丁,阿斯顿·马丁,VANQUISH,6,手自一体变速箱(AT),2017,VANQUISH S COUPE
73e1f7d4b2d91c29914703ac13a6228a,阿斯顿·马丁,阿斯顿·马丁,VANQUISH,6,手自一体变速箱(AT),2017,VANQUISH S VOLANTE
eb94471ee24d1d0705839b6300f9e393,阿斯顿·马丁,阿斯顿·马丁,VANQUISH,6,手自一体变速箱(AT),2015,VANQUISH
e183e1b70a86620ed863558d96f17054,阿斯顿·马丁,阿斯顿·马丁,VANQUISH,6,手自一体变速箱(AT),2015,VANQUISH VOLANTE
72ab5c884773b6e0a8f29889f5600b05,阿斯顿·马丁,阿斯顿·马丁,VANQUISH,6,手自一体变速箱(AT),2014,VANQUISH
47070dfc48197a26013a79a1108ece04,阿斯顿·马丁,阿斯顿·马丁,VANQUISH,6,手自一体变速箱(AT),2013,VANQUISH
